,發生時間,死亡受傷人數,車種,經度,緯度
246,108年01月01日 09時20分39秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.875724,23.807736
247,108年01月01日 09時23分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.588637,24.251796
248,108年01月01日 09時26分00秒,死亡0;受傷1,民營公車-大客車;大型重型2(250-550C.C.)-機車,121.547526,25.019697
249,108年01月01日 09時28分00秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,120.70363200000001,24.111492000000002
250,108年01月01日 09時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.937614,23.949064
251,108年01月01日 09時31分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.52556100000001,25.060305
252,108年01月01日 09時32分36秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3263,22.960092000000003
253,108年01月01日 09時32分49秒,死亡0;受傷2,普通重型-機車;電動自行車-慢車,120.534375,23.705145
254,108年01月01日 09時38分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.287865,22.681620000000002
255,108年01月01日 09時42分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.599021,25.053825
256,108年01月01日 09時45分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.34899999999999,22.61536
257,108年01月01日 09時45分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.57744299999999,23.959515
258,108年01月01日 09時50分35秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.912053,24.684248
259,108年01月01日 09時51分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.50650700000001,22.821962
260,108年01月01日 09時54分13秒,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人,121.60179199999999,24.004093
261,108年01月01日 09時55分00秒,死亡0;受傷1,普通重型-機車,120.971981,23.968729999999997
262,108年01月01日 09時57分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.558824,23.886943
263,108年01月01日 09時59分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.581002,25.067624
264,108年01月01日 10時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,121.522278,25.023723
265,108年01月01日 10時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.18969399999999,23.045012
266,108年01月01日 10時01分09秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.02859699999999,24.868937
267,108年01月01日 10時05分00秒,死亡0;受傷1,普通重型-機車,121.79850400000001,24.629562
268,108年01月01日 10時07分00秒,死亡0;受傷1,普通重型-機車;民營公車-大客車,120.680878,24.10489
269,108年01月01日 10時07分54秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.36231200000002,24.179547
270,108年01月01日 10時08分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.30152,22.62716
271,108年01月01日 10時10分00秒,死亡0;受傷1,電動自行車-慢車;普通重型-機車,121.611597,25.066089
272,108年01月01日 10時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.522648,23.856438
273,108年01月01日 10時15分00秒,死亡0;受傷1,普通重型-機車;普通輕型-機車,121.304303,24.956035
274,108年01月01日 10時17分00秒,死亡0;受傷1,自用-小客車;租賃車-小客車,121.8,25.116667
275,108年01月01日 10時18分54秒,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.03290600000001,23.994049
276,108年01月01日 10時20分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.16763,23.160813
277,108年01月01日 10時20分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人;營業用-小貨車(含客、貨兩用),121.64618700000001,25.008276000000002
278,108年01月01日 10時20分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.3204,22.89104
279,108年01月01日 10時22分00秒,死亡0;受傷1,普通重型-機車,120.32669299999999,22.883737
280,108年01月01日 10時25分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.416692,23.699921
281,108年01月01日 10時26分00秒,死亡0;受傷1,普通重型-機車,120.184127,23.373847
282,108年01月01日 10時27分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.527744,25.047036
283,108年01月01日 10時27分00秒,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.451229,25.102317000000003
284,108年01月01日 10時28分28秒,死亡0;受傷1,行人-人;自用-小客車,120.955477,24.804788000000002
285,108年01月01日 10時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.346,22.64721
286,108年01月01日 10時30分22秒,死亡0;受傷1,腳踏自行車-慢車,120.704793,22.427321
287,108年01月01日 10時32分23秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.19321000000001,22.9933
288,108年01月01日 10時33分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.48223300000001,22.771891
289,108年01月01日 10時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.274927,23.13177
290,108年01月01日 10時35分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.366325,23.501295000000002
291,108年01月01日 10時35分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.373733,22.573653
292,108年01月01日 10時38分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.720475,24.104333
293,108年01月01日 10時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.17509299999999,22.991252
294,108年01月01日 10時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.58272,23.898538000000002
295,108年01月01日 10時45分00秒,死亡0;受傷1,普通重型-機車,120.40489,22.699954
296,108年01月01日 10時45分16秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.45435400000001,22.535688
297,108年01月01日 10時47分42秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.749596,24.752453
298,108年01月01日 10時50分00秒,死亡0;受傷1,普通重型-機車;動力機械-其他車,120.619998,23.809365
299,108年01月01日 10時50分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50354899999999,25.062759
300,108年01月01日 10時50分11秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.29146899999999,22.970057
301,108年01月01日 10時51分00秒,死亡0;受傷1,大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車,120.71378700000001,22.078068
302,108年01月01日 10時54分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.467731,25.006527
303,108年01月01日 10時55分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.530029,23.441605
304,108年01月01日 10時56分00秒,死亡0;受傷2,普通重型-機車;電動自行車-慢車,120.259735,23.001557000000002
305,108年01月01日 11時00分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.19398600000001,24.921622
306,108年01月01日 11時00分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.47355,25.046823999999997
307,108年01月01日 11時00分01秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.606373,24.031475
308,108年01月01日 11時03分00秒,死亡0;受傷1,普通重型-機車,121.447369,24.989704999999997
309,108年01月01日 11時04分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.477,22.670012
310,108年01月01日 11時04分20秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.292243,24.959535
311,108年01月01日 11時05分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.214805,23.032076
312,108年01月01日 11時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.566873,23.984572
313,108年01月01日 11時09分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.60823500000001,22.845537
314,108年01月01日 11時09分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.643005,24.17694
315,108年01月01日 11時09分56秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.557359,22.595214000000002
316,108年01月01日 11時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.3198,22.61729
317,108年01月01日 11時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.49094199999999,25.02433
318,108年01月01日 11時14分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.579823,24.174985
319,108年01月01日 11時15分00秒,死亡0;受傷1,普通重型-機車,120.538802,22.544186
320,108年01月01日 11時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.574243,25.032054000000002
321,108年01月01日 11時15分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.5808,24.10318
322,108年01月01日 11時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.618298,24.183447
323,108年01月01日 11時15分58秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.85043799999998,23.813357
324,108年01月01日 11時17分17秒,死亡0;受傷1,自用-小客車;自用-小客車,121.292574,24.963113
325,108年01月01日 11時20分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;計程車-小客車,121.467426,25.046771
326,108年01月01日 11時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.23166699999999,23.0121
327,108年01月01日 11時22分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.54267,24.080727
328,108年01月01日 11時22分17秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.903469,24.688576
329,108年01月01日 11時25分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.02216399999999,23.989304
330,108年01月01日 11時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.71055,24.304953
331,108年01月01日 11時26分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.539561,24.07039
332,108年01月01日 11時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.298099,24.957082999999997
333,108年01月01日 11時30分13秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.750028,24.759394
334,108年01月01日 11時32分00秒,死亡0;受傷2,計程車-小客車;自用-小客車;普通重型-機車;乘客-人;乘客-人,120.682588,24.137096
335,108年01月01日 11時33分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,120.3645,22.63924
336,108年01月01日 11時33分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.40700600000001,24.949069
337,108年01月01日 11時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.508233,25.008394
338,108年01月01日 11時34分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.640819,24.17625
339,108年01月01日 11時35分00秒,死亡0;受傷1,自用-小客車;乘客-人,121.707578,24.721781
340,108年01月01日 11時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.581538,23.977114999999998
341,108年01月01日 11時38分49秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.05267099999999,24.703859
342,108年01月01日 11時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.213923,24.950289
343,108年01月01日 11時40分07秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.866351,24.397495000000003
344,108年01月01日 11時42分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.68678799999999,24.186816
345,108年01月01日 11時45分00秒,死亡0;受傷1,普通重型-機車,120.333048,22.649217
346,108年01月01日 11時45分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.69291000000001,24.161138
347,108年01月01日 11時46分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.36292900000001,22.638637
348,108年01月01日 11時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.59654099999999,22.38017
349,108年01月01日 11時51分00秒,死亡0;受傷1,自用-小客車;行人-人,120.745752,21.995553
350,108年01月01日 11時52分00秒,死亡0;受傷1,自用-小客車;行人-人,120.96351299999999,24.793720999999998
351,108年01月01日 11時53分30秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.97053000000001,24.804461
352,108年01月01日 12時00分00秒,死亡0;受傷1,普通重型-機車,120.68626100000002,23.965289000000002
353,108年01月01日 12時01分00秒,死亡0;受傷1,普通重型-機車,121.43477800000001,25.076462
354,108年01月01日 12時01分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.69451000000001,24.161378
355,108年01月01日 12時01分14秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.693312,24.456946
356,108年01月01日 12時03分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.06981,22.769520999999997
357,108年01月01日 12時04分11秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.225209,22.989445
358,108年01月01日 12時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.790525,24.683542000000003
359,108年01月01日 12時05分00秒,死亡0;受傷2,電動自行車-慢車;普通輕型-機車;乘客-人,120.332603,22.629939
360,108年01月01日 12時15分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.960652,22.597925
361,108年01月01日 12時15分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.330303,22.636992000000003
362,108年01月01日 12時16分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.69240400000001,23.880858
363,108年01月01日 12時17分00秒,死亡0;受傷1,租賃車-小客車;普通輕型-機車,120.180152,22.998431
364,108年01月01日 12時17分39秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.25594199999999,24.96242
365,108年01月01日 12時18分00秒,死亡0;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.221695,23.084257
366,108年01月01日 12時20分00秒,死亡0;受傷1,電動自行車-慢車;計程車-小客車,121.146028,22.754394
367,108年01月01日 12時20分00秒,死亡0;受傷1,自用-小客車;電動自行車-慢車,121.14888,22.760077
368,108年01月01日 12時20分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.607685,25.058338
369,108年01月01日 12時20分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,120.351688,22.613692
370,108年01月01日 12時20分00秒,死亡0;受傷1,普通重型-機車,120.37965600000001,22.503498
371,108年01月01日 12時20分00秒,死亡0;受傷1,普通重型-機車;租賃車-小客車,120.688877,24.152915
372,108年01月01日 12時20分25秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.17378500000001,24.706698
373,108年01月01日 12時21分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.67626899999999,23.963492000000002
374,108年01月01日 12時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.40448700000002,22.609807
375,108年01月01日 12時23分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.17525800000001,22.993005
376,108年01月01日 12時23分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.33389,22.645728
377,108年01月01日 12時23分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.72594099999999,24.126631
378,108年01月01日 12時25分00秒,死亡0;受傷2,自用-小客車;普通輕型-機車;乘客-人,121.610003,23.988554999999998
